2018-04-06T03:21:05.711	0.0	555.7278834643305
2018-04-06T03:22:05.711	60.0	554.024972931443
2018-04-06T03:23:05.711	120.0	550.998291172539
2018-04-06T03:24:05.711	180.0	546.6809658521565
2018-04-06T03:25:05.711	240.0	541.1193434170609
2018-04-06T03:26:05.711	300.0	534.3747143447138
2018-04-06T03:27:05.711	360.0	526.5213103143162
2018-04-06T03:28:05.711	420.0	517.6489458249591
2018-04-06T03:29:05.711	480.0	507.86908850941614
2018-04-06T03:30:05.711	540.0	497.3113691008135
2018-04-06T03:31:05.711	600.0	486.11867517993795
2018-04-06T03:32:05.711	660.0	474.44106938526176
2018-04-06T03:33:05.711	720.0	462.4568847672751
2018-04-06T03:34:05.711	780.0	450.36638679310823
2018-04-06T03:35:05.711	840.0	438.38404261751936
2018-04-06T03:36:05.711	900.0	426.74138080606804
2018-04-06T03:37:05.711	960.0	415.68210636105624
2018-04-06T03:38:05.711	1020.0	405.45388700203233
2018-04-06T03:39:05.711	1080.0	396.3068319224854
2018-04-06T03:40:05.711	1140.0	388.4861192985874
2018-04-06T03:41:05.711	1200.0	382.2119046829182
2018-04-06T03:42:05.711	1260.0	377.67528281987654
2018-04-06T03:43:05.711	1320.0	375.02383651687296
2018-04-06T03:44:05.711	1380.0	374.34466536815944
2018-04-06T03:45:05.711	1440.0	375.65733288894063
2018-04-06T03:46:05.711	1500.0	378.9142708239138
2018-04-06T03:47:05.711	1560.0	384.0146365304016
2018-04-06T03:48:05.711	1620.0	390.7986639210092
2018-04-06T03:49:05.711	1680.0	399.0620143088652
2018-04-06T03:50:05.711	1740.0	408.5736405249504
2018-04-06T03:51:05.711	1800.0	419.08709359437097
2018-04-06T03:52:05.711	1860.0	430.3503016269421
2018-04-06T03:53:05.711	1920.0	442.11175324248296
2018-04-06T03:54:05.711	1980.0	454.12885456409515
2018-04-06T03:55:05.711	2040.0	466.1753076953985
2018-04-06T03:56:05.711	2100.0	478.04354943129175
2018-04-06T03:57:05.711	2160.0	489.54641854639783
2018-04-06T03:58:05.711	2220.0	500.51601959902797
2018-04-06T03:59:05.711	2280.0	510.7983945721895
2018-04-06T04:00:05.711	2340.0	520.2474342215587
2018-04-06T04:01:05.711	2400.0	528.744672060219
2018-04-06T04:02:05.711	2460.0	536.1885419993879
2018-04-06T04:03:05.711	2520.0	542.492642347625
2018-04-06T04:04:05.711	2580.0	547.5860525307144
2018-04-06T04:05:05.711	2640.0	551.4122669994151
2018-04-06T04:06:05.711	2700.0	553.9283649756941
2018-04-06T04:07:05.711	2760.0	555.1054539780622
2018-04-06T04:08:05.711	2820.0	554.9289842734814
2018-04-06T04:09:05.711	2880.0	553.4003476917325
2018-04-06T04:10:05.711	2940.0	550.537036325201
2018-04-06T04:11:05.711	3000.0	546.3725679946625
2018-04-06T04:12:05.711	3060.0	540.9529294153683
2018-04-06T04:13:05.711	3120.0	534.330882009228
2018-04-06T04:14:05.711	3180.0	526.5768600141355
2018-04-06T04:15:05.711	3240.0	517.783423032683
2018-04-06T04:16:05.711	3300.0	508.05636903215054
2018-04-06T04:17:05.711	3360.0	497.51663292189954
2018-04-06T04:18:05.711	3420.0	486.3037525676025
2018-04-06T04:19:05.711	3480.0	474.57566729072704
2018-04-06T04:20:05.711	3540.0	462.50850809727194
2018-04-06T04:21:05.711	3600.0	450.2950667083095
2018-04-06T04:22:05.711	3660.0	438.1468964254754
2018-04-06T04:23:05.711	3720.0	426.28833703625247
2018-04-06T04:24:05.711	3780.0	414.9615495674358
2018-04-06T04:25:05.711	3840.0	404.41973845903465
2018-04-06T04:26:05.711	3900.0	394.9256640110505
2018-04-06T04:27:05.711	3960.0	386.71665519475073
2018-04-06T04:28:05.711	4020.0	380.0277280515057
2018-04-06T04:29:05.711	4080.0	375.05994716761813
2018-04-06T04:30:05.711	4140.0	371.9691451163611
2018-04-06T04:31:05.711	4200.0	370.85629173341414
2018-04-06T04:32:05.711	4260.0	371.75664770396736
2018-04-06T04:33:05.711	4320.0	374.64225290155906
2018-04-06T04:34:05.711	4380.0	379.41726591566294
2018-04-06T04:35:05.711	4440.0	385.9293403842619
2018-04-06T04:36:05.711	4500.0	393.978598505058
